imo,ts,lat,lon,sog_kn,cog_deg
9700005,2025-08-26T07:17:56.241082Z,-3.564,-40.758,15.2,173.0
9700005,2025-08-26T08:17:56.241082Z,-3.557,-40.69,15.2,7.0
9700005,2025-08-26T09:17:56.241082Z,-3.576,-40.686,9.9,32.0
9700005,2025-08-26T10:17:56.241082Z,-3.579,-40.584,11.3,264.0
9700005,2025-08-26T11:17:56.241082Z,-3.593,-40.552,12.3,87.0
9700005,2025-08-26T12:17:56.241082Z,-3.538,-40.529,14.5,351.0
9700005,2025-08-26T13:17:56.241082Z,-3.492,-40.546,13.1,210.0
9700005,2025-08-26T14:17:56.241082Z,-3.446,-40.578,10.9,242.0
9700005,2025-08-26T15:17:56.241082Z,-3.405,-40.514,6.5,131.0
9700005,2025-08-26T16:17:56.241082Z,-3.344,-40.456,12.6,103.0
9700005,2025-08-26T17:17:56.241082Z,-3.28,-40.393,11.5,299.0
9700005,2025-08-26T18:17:56.241082Z,-3.26,-40.343,7.6,292.0
9700005,2025-08-26T19:17:56.241082Z,-3.205,-40.242,14.4,227.0
9700005,2025-08-26T20:17:56.241082Z,-3.181,-40.133,14.2,260.0
9700005,2025-08-26T21:17:56.241082Z,-3.181,-40.117,11.2,82.0
9700005,2025-08-26T22:17:56.241082Z,-3.201,-40.043,13.0,232.0
9700005,2025-08-26T23:17:56.241082Z,-3.17,-40.067,10.8,35.0
9700005,2025-08-27T00:17:56.241082Z,-3.148,-40.09,9.7,144.0
9700005,2025-08-27T01:17:56.241082Z,-3.097,-40.026,14.6,9.0
9700005,2025-08-27T02:17:56.241082Z,-3.077,-39.951,11.6,104.0
9700005,2025-08-27T03:17:56.241082Z,-3.101,-39.931,14.1,309.0
9700005,2025-08-27T04:17:56.241082Z,-3.105,-39.968,14.3,6.0
9700005,2025-08-27T05:17:56.241082Z,-3.125,-40.074,9.6,324.0
9700005,2025-08-27T06:17:56.241082Z,-3.14,-39.989,10.0,315.0
9700005,2025-08-27T07:17:56.241082Z,-3.048,-39.933,11.7,182.0
9700005,2025-08-27T08:17:56.241082Z,-3.008,-39.856,9.5,197.0
9700005,2025-08-27T09:17:56.241082Z,-3.008,-39.82,16.6,238.0
9700005,2025-08-27T10:17:56.241082Z,-2.991,-39.708,12.5,122.0
9700005,2025-08-27T11:17:56.241082Z,-2.957,-39.74,16.2,273.0
9700005,2025-08-27T12:17:56.241082Z,-3.004,-39.77,14.8,251.0
9700005,2025-08-27T13:17:56.241082Z,-2.944,-39.716,13.8,276.0
9700005,2025-08-27T14:17:56.241082Z,-2.908,-39.65,11.9,264.0
9700005,2025-08-27T15:17:56.241082Z,-2.877,-39.691,14.3,6.0
9700005,2025-08-27T16:17:56.241082Z,-2.844,-39.771,9.2,239.0
9700005,2025-08-27T17:17:56.241082Z,-2.803,-39.769,18.4,60.0
9700005,2025-08-27T18:17:56.241082Z,-2.814,-39.728,9.6,78.0
9700005,2025-08-27T19:17:56.241082Z,-2.763,-39.652,13.3,262.0
9700005,2025-08-27T20:17:56.241082Z,-2.729,-39.656,13.8,206.0
9700005,2025-08-27T21:17:56.241082Z,-2.723,-39.608,11.6,301.0
9700005,2025-08-27T22:17:56.241082Z,-2.732,-39.559,10.5,288.0
9700005,2025-08-27T23:17:56.241082Z,-2.673,-39.565,12.1,212.0
9700005,2025-08-28T00:17:56.241082Z,-2.657,-39.535,14.2,329.0
9700005,2025-08-28T01:17:56.241082Z,-2.599,-39.515,10.8,293.0
9700005,2025-08-28T02:17:56.241082Z,-2.576,-39.46,7.2,190.0
9700005,2025-08-28T03:17:56.241082Z,-2.53,-39.449,13.8,326.0
9700005,2025-08-28T04:17:56.241082Z,-2.516,-39.331,11.2,8.0
9700005,2025-08-28T05:17:56.241082Z,-2.503,-39.277,13.9,112.0
9700005,2025-08-28T06:17:56.241082Z,-2.457,-39.224,13.4,179.0
9700005,2025-08-28T07:17:56.241082Z,-2.452,-39.235,12.5,187.0
9700005,2025-08-28T08:17:56.241082Z,-2.406,-39.212,9.9,32.0
9700005,2025-08-28T09:17:56.241082Z,-2.427,-39.183,11.7,170.0
9700005,2025-08-28T10:17:56.241082Z,-2.458,-39.116,10.2,231.0
9700005,2025-08-28T11:17:56.241082Z,-2.454,-39.014,14.6,277.0
9700005,2025-08-28T12:17:56.241082Z,-2.391,-38.926,15.5,137.0
9700005,2025-08-28T13:17:56.241082Z,-2.342,-38.914,9.8,216.0
9700005,2025-08-28T14:17:56.241082Z,-2.355,-38.886,7.3,152.0
9700005,2025-08-28T15:17:56.241082Z,-2.365,-38.87,12.7,61.0
9700005,2025-08-28T16:17:56.241082Z,-2.375,-38.859,14.7,269.0
9700005,2025-08-28T17:17:56.241082Z,-2.317,-38.892,15.0,209.0
9700005,2025-08-28T18:17:56.241082Z,-2.348,-38.787,12.6,193.0
9700005,2025-08-28T19:17:56.241082Z,-2.325,-38.715,14.9,65.0
9700005,2025-08-28T20:17:56.241082Z,-2.35,-38.698,12.2,122.0
9700005,2025-08-28T21:17:56.241082Z,-2.412,-38.678,8.2,256.0
9700005,2025-08-28T22:17:56.241082Z,-2.363,-38.655,6.2,6.0
9700005,2025-08-28T23:17:56.241082Z,-2.281,-38.695,13.3,265.0
9700005,2025-08-29T00:17:56.241082Z,-2.263,-38.549,10.4,34.0
9700005,2025-08-29T01:17:56.241082Z,-2.207,-38.5,8.3,41.0
9700005,2025-08-29T02:17:56.241082Z,-2.257,-38.421,13.2,228.0
9700005,2025-08-29T03:17:56.241082Z,-2.241,-38.303,12.7,337.0
9700005,2025-08-29T04:17:56.241082Z,-2.216,-38.15,13.6,192.0
9700005,2025-08-29T05:17:56.241082Z,-2.198,-38.077,10.9,248.0
9700005,2025-08-29T06:17:56.241082Z,-2.178,-37.951,14.0,54.0
9700005,2025-08-29T07:17:56.241082Z,-2.132,-37.901,12.9,53.0
9700005,2025-08-29T08:17:56.241082Z,-2.175,-38.003,12.6,30.0
9700005,2025-08-29T09:17:56.241082Z,-2.204,-37.994,14.3,104.0
9700005,2025-08-29T10:17:56.241082Z,-2.161,-37.922,9.7,110.0
9700005,2025-08-29T11:17:56.241082Z,-2.124,-37.878,12.1,33.0
9700005,2025-08-29T12:17:56.241082Z,-2.126,-37.773,13.4,45.0
9700005,2025-08-29T13:17:56.241082Z,-2.06,-37.788,10.8,169.0
9700005,2025-08-29T14:17:56.241082Z,-2.029,-37.679,9.5,223.0
9700005,2025-08-29T15:17:56.241082Z,-2.029,-37.611,12.0,316.0
9700005,2025-08-29T16:17:56.241082Z,-2.033,-37.507,9.9,257.0
9700005,2025-08-29T17:17:56.241082Z,-2.047,-37.385,15.1,44.0
9700005,2025-08-29T18:17:56.241082Z,-2.002,-37.434,11.9,69.0
9700005,2025-08-29T19:17:56.241082Z,-1.956,-37.356,14.4,348.0
9700005,2025-08-29T20:17:56.241082Z,-1.941,-37.381,9.4,336.0
9700005,2025-08-29T21:17:56.241082Z,-1.91,-37.326,15.2,173.0
9700005,2025-08-29T22:17:56.241082Z,-1.869,-37.335,15.7,103.0
9700005,2025-08-29T23:17:56.241082Z,-1.82,-37.32,17.5,222.0
9700005,2025-08-30T00:17:56.241082Z,-1.787,-37.211,11.2,165.0
9700005,2025-08-30T01:17:56.241082Z,-1.743,-37.207,15.3,305.0
9700005,2025-08-30T02:17:56.241082Z,-1.716,-37.148,14.5,192.0
9700005,2025-08-30T03:17:56.241082Z,-1.708,-37.174,14.4,12.0
9700005,2025-08-30T04:17:56.241082Z,-1.605,-37.129,12.8,192.0
9700005,2025-08-30T05:17:56.241082Z,-1.566,-37.127,11.8,168.0
9700005,2025-08-30T06:17:56.241082Z,-1.556,-37.038,12.2,13.0
9700005,2025-08-30T07:17:56.241082Z,-1.501,-36.999,8.4,324.0
9700005,2025-08-30T08:17:56.241082Z,-1.506,-37.055,11.7,105.0
9700005,2025-08-30T09:17:56.241082Z,-1.455,-37.062,12.2,73.0
9700005,2025-08-30T10:17:56.241082Z,-1.453,-36.986,16.0,347.0
9700005,2025-08-30T11:17:56.241082Z,-1.424,-36.878,11.1,134.0
9700005,2025-08-30T12:17:56.241082Z,-1.385,-36.739,13.5,42.0
9700005,2025-08-30T13:17:56.241082Z,-1.356,-36.757,10.4,336.0
9700005,2025-08-30T14:17:56.241082Z,-1.307,-36.723,16.5,72.0
9700005,2025-08-30T15:17:56.241082Z,-1.273,-36.651,8.7,55.0
9700005,2025-08-30T16:17:56.241082Z,-1.181,-36.647,13.6,156.0
9700005,2025-08-30T17:17:56.241082Z,-1.189,-36.668,14.4,115.0
9700005,2025-08-30T18:17:56.241082Z,-1.131,-36.645,12.3,235.0
9700005,2025-08-30T19:17:56.241082Z,-1.16,-36.584,12.9,121.0
9700005,2025-08-30T20:17:56.241082Z,-1.168,-36.575,13.6,216.0
9700005,2025-08-30T21:17:56.241082Z,-1.166,-36.587,11.2,163.0
9700005,2025-08-30T22:17:56.241082Z,-1.134,-36.591,14.4,189.0
9700005,2025-08-30T23:17:56.241082Z,-1.084,-36.662,7.6,356.0
9700005,2025-08-31T00:17:56.241082Z,-1.086,-36.686,11.5,6.0
9700005,2025-08-31T01:17:56.241082Z,-1.071,-36.612,12.8,56.0
9700005,2025-08-31T02:17:56.241082Z,-1.01,-36.563,11.9,194.0
9700005,2025-08-31T03:17:56.241082Z,-0.973,-36.558,11.8,240.0
9700005,2025-08-31T04:17:56.241082Z,-0.971,-36.535,8.5,33.0
9700005,2025-08-31T05:17:56.241082Z,-0.962,-36.479,9.3,172.0
9700005,2025-08-31T06:17:56.241082Z,-0.974,-36.383,13.0,41.0
9700005,2025-08-31T07:17:56.241082Z,-0.938,-36.405,14.6,220.0
9700005,2025-08-31T08:17:56.241082Z,-0.971,-36.323,14.2,193.0
9700005,2025-08-31T09:17:56.241082Z,-1.023,-36.288,10.5,123.0
9700005,2025-08-31T10:17:56.241082Z,-1.006,-36.259,10.5,196.0
9700005,2025-08-31T11:17:56.241082Z,-0.984,-36.248,12.7,68.0
9700005,2025-08-31T12:17:56.241082Z,-1.042,-36.165,13.4,6.0
9700005,2025-08-31T13:17:56.241082Z,-1.035,-36.118,14.0,158.0
9700005,2025-08-31T14:17:56.241082Z,-0.99,-36.142,12.4,91.0
9700005,2025-08-31T15:17:56.241082Z,-0.939,-36.138,10.0,258.0
9700005,2025-08-31T16:17:56.241082Z,-0.936,-36.075,7.5,8.0
9700006,2025-08-23T09:17:56.244259Z,29.081,67.165,11.7,181.0
9700006,2025-08-23T10:17:56.244259Z,29.096,67.222,11.2,60.0
9700006,2025-08-23T11:17:56.244259Z,29.085,67.321,8.9,184.0
9700006,2025-08-23T12:17:56.244259Z,29.159,67.426,13.3,56.0
9700006,2025-08-23T13:17:56.244259Z,29.175,67.431,11.4,153.0
9700006,2025-08-23T14:17:56.244259Z,29.207,67.52,15.0,143.0
9700006,2025-08-23T15:17:56.244259Z,29.233,67.476,17.6,308.0
9700006,2025-08-23T16:17:56.244259Z,29.272,67.505,10.9,324.0
9700006,2025-08-23T17:17:56.244259Z,29.255,67.431,14.9,293.0
9700006,2025-08-23T18:17:56.244259Z,29.248,67.503,14.1,144.0
9700006,2025-08-23T19:17:56.244259Z,29.28,67.604,8.4,235.0
9700006,2025-08-23T20:17:56.244259Z,29.311,67.748,13.4,99.0
9700006,2025-08-23T21:17:56.244259Z,29.322,67.899,11.1,100.0
9700006,2025-08-23T22:17:56.244259Z,29.335,68.003,14.8,271.0
9700006,2025-08-23T23:17:56.244259Z,29.343,68.031,7.7,320.0
9700006,2025-08-24T00:17:56.244259Z,29.365,68.041,7.4,151.0
9700006,2025-08-24T01:17:56.244259Z,29.395,68.11,9.5,244.0
9700006,2025-08-24T02:17:56.244259Z,29.41,68.204,9.6,79.0
9700006,2025-08-24T03:17:56.244259Z,29.475,68.259,13.0,333.0
9700006,2025-08-24T04:17:56.244259Z,29.464,68.285,12.5,167.0
9700006,2025-08-24T05:17:56.244259Z,29.448,68.417,11.5,46.0
9700006,2025-08-24T06:17:56.244259Z,29.505,68.568,13.1,85.0
9700006,2025-08-24T07:17:56.244259Z,29.497,68.592,8.6,104.0
9700006,2025-08-24T08:17:56.244259Z,29.534,68.652,16.3,255.0
9700006,2025-08-24T09:17:56.244259Z,29.55,68.668,14.9,252.0
9700006,2025-08-24T10:17:56.244259Z,29.583,68.753,13.4,20.0
9700006,2025-08-24T11:17:56.244259Z,29.567,68.801,11.5,196.0
9700006,2025-08-24T12:17:56.244259Z,29.583,68.766,6.7,170.0
9700006,2025-08-24T13:17:56.244259Z,29.583,68.804,10.6,26.0
9700006,2025-08-24T14:17:56.244259Z,29.575,68.905,11.4,290.0
9700006,2025-08-24T15:17:56.244259Z,29.618,68.971,14.0,226.0
9700006,2025-08-24T16:17:56.244259Z,29.679,69.062,14.4,351.0
9700006,2025-08-24T17:17:56.244259Z,29.707,69.02,15.5,204.0
9700006,2025-08-24T18:17:56.244259Z,29.712,69.002,11.9,328.0
9700006,2025-08-24T19:17:56.244259Z,29.787,69.095,10.7,133.0
9700006,2025-08-24T20:17:56.244259Z,29.738,69.094,8.7,347.0
9700006,2025-08-24T21:17:56.244259Z,29.754,69.145,9.6,48.0
9700006,2025-08-24T22:17:56.244259Z,29.731,69.19,14.1,14.0
9700006,2025-08-24T23:17:56.244259Z,29.765,69.141,6.9,234.0
9700006,2025-08-25T00:17:56.244259Z,29.816,69.179,17.4,67.0
9700006,2025-08-25T01:17:56.244259Z,29.816,69.236,13.2,283.0
9700006,2025-08-25T02:17:56.244259Z,29.804,69.317,12.3,282.0
9700006,2025-08-25T03:17:56.244259Z,29.839,69.361,11.7,98.0
9700006,2025-08-25T04:17:56.244259Z,29.834,69.364,10.7,136.0
9700006,2025-08-25T05:17:56.244259Z,29.798,69.462,12.0,169.0
9700006,2025-08-25T06:17:56.244259Z,29.867,69.514,8.7,175.0
9700006,2025-08-25T07:17:56.244259Z,29.927,69.518,11.2,236.0
9700006,2025-08-25T08:17:56.244259Z,29.891,69.585,14.1,250.0
9700006,2025-08-25T09:17:56.244259Z,29.911,69.682,9.2,79.0
9700006,2025-08-25T10:17:56.244259Z,29.908,69.699,10.6,194.0
9700006,2025-08-25T11:17:56.244259Z,29.923,69.737,12.3,217.0
9700006,2025-08-25T12:17:56.244259Z,29.948,69.733,13.8,81.0
9700006,2025-08-25T13:17:56.244259Z,29.967,69.75,12.8,352.0
9700006,2025-08-25T14:17:56.244259Z,29.988,69.792,18.6,312.0
9700006,2025-08-25T15:17:56.244259Z,29.928,69.811,7.7,353.0
9700006,2025-08-25T16:17:56.244259Z,29.909,69.815,9.3,27.0
9700006,2025-08-25T17:17:56.244259Z,29.928,69.919,12.1,347.0
9700006,2025-08-25T18:17:56.244259Z,29.939,70.049,13.2,198.0
9700006,2025-08-25T19:17:56.244259Z,29.978,70.1,11.5,231.0
9700006,2025-08-25T20:17:56.244259Z,30.02,70.044,11.1,201.0
9700006,2025-08-25T21:17:56.244259Z,30.048,70.038,6.1,222.0
9700006,2025-08-25T22:17:56.244259Z,30.062,70.164,14.0,54.0
9700006,2025-08-25T23:17:56.244259Z,30.007,70.191,11.9,193.0
9700006,2025-08-26T00:17:56.244259Z,29.994,70.249,12.4,336.0
9700006,2025-08-26T01:17:56.244259Z,30.004,70.322,12.7,295.0
9700006,2025-08-26T02:17:56.244259Z,30.0,70.218,11.4,96.0
9700006,2025-08-26T03:17:56.244259Z,29.985,70.193,10.6,183.0
9700006,2025-08-26T04:17:56.244259Z,30.008,70.128,7.6,64.0
9700006,2025-08-26T05:17:56.244259Z,30.022,70.178,8.7,315.0
9700006,2025-08-26T06:17:56.244259Z,30.031,70.197,8.3,33.0
9700006,2025-08-26T07:17:56.244259Z,30.11,70.23,14.0,55.0
9700006,2025-08-26T08:17:56.244259Z,30.121,70.248,15.4,280.0
9700006,2025-08-26T09:17:56.244259Z,30.117,70.278,14.7,224.0
9700006,2025-08-26T10:17:56.244259Z,30.146,70.355,10.1,9.0
9700006,2025-08-26T11:17:56.244259Z,30.181,70.344,14.1,155.0
9700006,2025-08-26T12:17:56.244259Z,30.197,70.399,13.8,83.0
9700006,2025-08-26T13:17:56.244259Z,30.235,70.489,12.5,81.0
9700006,2025-08-26T14:17:56.244259Z,30.211,70.453,12.4,196.0
9700006,2025-08-26T15:17:56.244259Z,30.154,70.502,11.5,244.0
9700006,2025-08-26T16:17:56.244259Z,30.187,70.462,9.3,132.0
9700006,2025-08-26T17:17:56.244259Z,30.229,70.531,10.4,11.0
9700006,2025-08-26T18:17:56.244259Z,30.217,70.683,13.4,17.0
9700006,2025-08-26T19:17:56.244259Z,30.278,70.784,12.1,329.0
9700006,2025-08-26T20:17:56.244259Z,30.337,70.835,10.1,120.0
9700006,2025-08-26T21:17:56.244259Z,30.329,70.799,14.5,110.0
9700006,2025-08-26T22:17:56.244259Z,30.362,70.94,8.6,48.0
9700006,2025-08-26T23:17:56.244259Z,30.427,71.024,11.6,87.0
9700006,2025-08-27T00:17:56.244259Z,30.444,71.093,16.1,75.0
9700006,2025-08-27T01:17:56.244259Z,30.503,71.098,15.1,320.0
9700006,2025-08-27T02:17:56.244259Z,30.501,71.16,12.5,127.0
9700006,2025-08-27T03:17:56.244259Z,30.532,71.171,9.5,228.0
9700006,2025-08-27T04:17:56.244259Z,30.512,71.185,11.4,332.0
9700006,2025-08-27T05:17:56.244259Z,30.554,71.198,5.8,41.0
9700006,2025-08-27T06:17:56.244259Z,30.573,71.219,8.9,164.0
9700006,2025-08-27T07:17:56.244259Z,30.618,71.266,12.6,98.0
9700006,2025-08-27T08:17:56.244259Z,30.601,71.367,14.1,125.0
9700006,2025-08-27T09:17:56.244259Z,30.627,71.434,11.2,37.0
9700006,2025-08-27T10:17:56.244259Z,30.707,71.465,11.4,145.0
9700006,2025-08-27T11:17:56.244259Z,30.709,71.469,13.3,32.0
9700006,2025-08-27T12:17:56.244259Z,30.775,71.559,6.0,25.0
9700006,2025-08-27T13:17:56.244259Z,30.827,71.69,13.4,286.0
9700006,2025-08-27T14:17:56.244259Z,30.888,71.777,14.8,263.0
9700006,2025-08-27T15:17:56.244259Z,30.918,71.916,13.3,150.0
9700006,2025-08-27T16:17:56.244259Z,30.939,71.971,15.5,164.0
9700006,2025-08-27T17:17:56.244259Z,30.936,71.997,12.1,217.0
9700006,2025-08-27T18:17:56.244259Z,30.978,72.039,14.1,124.0
9700006,2025-08-27T19:17:56.244259Z,31.024,72.156,13.1,47.0
9700006,2025-08-27T20:17:56.244259Z,31.07,72.27,13.3,331.0
9700006,2025-08-27T21:17:56.244259Z,31.139,72.358,10.0,179.0
9700006,2025-08-27T22:17:56.244259Z,31.185,72.471,11.7,46.0
9700006,2025-08-27T23:17:56.244259Z,31.208,72.569,16.4,316.0
9700006,2025-08-28T00:17:56.244259Z,31.28,72.628,15.5,12.0
9700006,2025-08-28T01:17:56.244259Z,31.286,72.774,10.5,336.0
9700006,2025-08-28T02:17:56.244259Z,31.268,72.887,15.8,328.0
9700006,2025-08-28T03:17:56.244259Z,31.258,72.937,11.2,210.0
9700006,2025-08-28T04:17:56.244259Z,31.264,73.012,10.5,8.0
9700006,2025-08-28T05:17:56.244259Z,31.23,73.146,11.0,298.0
9700006,2025-08-28T06:17:56.244259Z,31.256,73.216,9.2,309.0
9700006,2025-08-28T07:17:56.244259Z,31.254,73.267,15.3,148.0
9700006,2025-08-28T08:17:56.244259Z,31.247,73.322,11.8,204.0
9700006,2025-08-28T09:17:56.244259Z,31.266,73.41,10.2,308.0
9700006,2025-08-28T10:17:56.244259Z,31.316,73.483,15.2,172.0
9700006,2025-08-28T11:17:56.244259Z,31.295,73.548,10.7,295.0
9700006,2025-08-28T12:17:56.244259Z,31.291,73.583,11.3,202.0
9700006,2025-08-28T13:17:56.244259Z,31.311,73.755,7.7,294.0
9700006,2025-08-28T14:17:56.244259Z,31.33,73.783,7.0,311.0
9700006,2025-08-28T15:17:56.244259Z,31.307,73.875,16.4,263.0
9700006,2025-08-28T16:17:56.244259Z,31.362,73.926,6.8,311.0
9700006,2025-08-28T17:17:56.244259Z,31.388,73.996,8.0,46.0
9700006,2025-08-28T18:17:56.244259Z,31.432,74.096,11.0,253.0
9700006,2025-08-28T19:17:56.244259Z,31.485,74.188,14.2,354.0
9700006,2025-08-28T20:17:56.244259Z,31.495,74.244,11.8,97.0
9700006,2025-08-28T21:17:56.244259Z,31.492,74.35,8.2,65.0
9700006,2025-08-28T22:17:56.244259Z,31.511,74.423,13.6,127.0
9700006,2025-08-28T23:17:56.244259Z,31.534,74.437,11.6,276.0
9700006,2025-08-29T00:17:56.244259Z,31.569,74.434,11.6,256.0
9700006,2025-08-29T01:17:56.244259Z,31.595,74.431,11.2,269.0
9700006,2025-08-29T02:17:56.244259Z,31.613,74.564,9.0,173.0
9700006,2025-08-29T03:17:56.244259Z,31.613,74.66,16.3,152.0
9700006,2025-08-29T04:17:56.244259Z,31.595,74.709,16.5,236.0
9700006,2025-08-29T05:17:56.244259Z,31.619,74.771,8.1,72.0
9700006,2025-08-29T06:17:56.244259Z,31.665,74.721,8.7,78.0
9700006,2025-08-29T07:17:56.244259Z,31.707,74.733,13.0,10.0
9700006,2025-08-29T08:17:56.244259Z,31.729,74.808,12.7,136.0
9700006,2025-08-29T09:17:56.244259Z,31.759,74.869,11.5,58.0
9700006,2025-08-29T10:17:56.244259Z,31.835,74.897,15.4,104.0
9700006,2025-08-29T11:17:56.244259Z,31.88,75.036,11.2,285.0
9700006,2025-08-29T12:17:56.244259Z,31.887,75.085,12.8,91.0
9700006,2025-08-29T13:17:56.244259Z,31.894,75.233,11.5,148.0
9700006,2025-08-29T14:17:56.244259Z,31.939,75.325,15.5,304.0
9700006,2025-08-29T15:17:56.244259Z,31.97,75.361,7.2,337.0
9700006,2025-08-29T16:17:56.244259Z,31.996,75.352,8.0,235.0
9700006,2025-08-29T17:17:56.244259Z,32.039,75.389,14.2,201.0
9700006,2025-08-29T18:17:56.244259Z,32.094,75.548,18.5,155.0
9700006,2025-08-29T19:17:56.244259Z,32.1,75.601,15.9,203.0
9700006,2025-08-29T20:17:56.244259Z,32.163,75.643,12.6,43.0
9700006,2025-08-29T21:17:56.244259Z,32.144,75.679,15.3,69.0
9700006,2025-08-29T22:17:56.244259Z,32.212,75.7,9.3,103.0
9700006,2025-08-29T23:17:56.244259Z,32.252,75.76,12.4,306.0
9700006,2025-08-30T00:17:56.244259Z,32.275,75.786,9.2,255.0
9700006,2025-08-30T01:17:56.244259Z,32.282,75.82,14.6,41.0
9700006,2025-08-30T02:17:56.244259Z,32.31,75.863,12.0,294.0
9700006,2025-08-30T03:17:56.244259Z,32.319,75.895,14.3,141.0
9700006,2025-08-30T04:17:56.244259Z,32.38,75.939,11.1,314.0
9700006,2025-08-30T05:17:56.244259Z,32.401,75.983,12.1,78.0
9700006,2025-08-30T06:17:56.244259Z,32.43,76.096,11.4,260.0
9700006,2025-08-30T07:17:56.244259Z,32.457,76.19,14.4,30.0
9700006,2025-08-30T08:17:56.244259Z,32.479,76.288,14.8,269.0
9700006,2025-08-30T09:17:56.244259Z,32.502,76.415,10.4,123.0
9700006,2025-08-30T10:17:56.244259Z,32.514,76.524,9.3,169.0
9700006,2025-08-30T11:17:56.244259Z,32.482,76.611,8.4,241.0
9700006,2025-08-30T12:17:56.244259Z,32.492,76.623,9.5,277.0
9700006,2025-08-30T13:17:56.244259Z,32.49,76.672,13.0,170.0
9700006,2025-08-30T14:17:56.244259Z,32.538,76.731,9.4,66.0
9700006,2025-08-30T15:17:56.244259Z,32.578,76.772,11.3,135.0
9700006,2025-08-30T16:17:56.244259Z,32.559,76.846,14.6,239.0
9700006,2025-08-30T17:17:56.244259Z,32.574,76.876,12.0,359.0
9700006,2025-08-30T18:17:56.244259Z,32.588,77.082,10.9,311.0
9700006,2025-08-30T19:17:56.244259Z,32.624,77.137,15.7,257.0
9700006,2025-08-30T20:17:56.244259Z,32.657,77.151,10.9,72.0
9700006,2025-08-30T21:17:56.244259Z,32.648,77.119,13.0,2.0
9700006,2025-08-30T22:17:56.244259Z,32.659,77.207,13.1,8.0
9700006,2025-08-30T23:17:56.244259Z,32.77,77.308,18.1,12.0
9700006,2025-08-31T00:17:56.244259Z,32.798,77.296,11.2,235.0
9700006,2025-08-31T01:17:56.244259Z,32.908,77.311,11.4,80.0
9700006,2025-08-31T02:17:56.244259Z,32.944,77.316,14.3,256.0
9700006,2025-08-31T03:17:56.244259Z,32.96,77.274,10.8,320.0
9700006,2025-08-31T04:17:56.244259Z,32.962,77.299,14.4,353.0
9700006,2025-08-31T05:17:56.244259Z,32.992,77.306,12.2,152.0
9700006,2025-08-31T06:17:56.244259Z,33.039,77.37,8.1,249.0
9700006,2025-08-31T07:17:56.244259Z,33.088,77.495,10.7,277.0
9700006,2025-08-31T08:17:56.244259Z,33.072,77.542,13.0,251.0
9700006,2025-08-31T09:17:56.244259Z,33.103,77.601,10.9,254.0
9700006,2025-08-31T10:17:56.244259Z,33.116,77.657,8.3,266.0
9700006,2025-08-31T11:17:56.244259Z,33.121,77.755,8.7,240.0
9700006,2025-08-31T12:17:56.244259Z,33.076,77.836,11.6,66.0
9700006,2025-08-31T13:17:56.244259Z,33.078,77.838,10.9,18.0
9700006,2025-08-31T14:17:56.244259Z,33.115,77.904,9.7,38.0
9700006,2025-08-31T15:17:56.244259Z,33.145,77.923,13.1,147.0
9700006,2025-08-31T16:17:56.244259Z,33.16,77.958,14.5,213.0
9700007,2025-08-23T09:17:56.247255Z,-27.938,97.059,15.4,179.0
9700007,2025-08-23T10:17:56.247255Z,-27.894,97.174,10.3,205.0
9700007,2025-08-23T11:17:56.247255Z,-27.824,97.136,13.0,290.0
9700007,2025-08-23T12:17:56.247255Z,-27.793,97.214,11.3,339.0
9700007,2025-08-23T13:17:56.247255Z,-27.794,97.235,12.1,35.0
9700007,2025-08-23T14:17:56.247255Z,-27.756,97.161,12.9,143.0
9700007,2025-08-23T15:17:56.247255Z,-27.76,97.149,11.0,154.0
9700007,2025-08-23T16:17:56.247255Z,-27.73,97.144,12.3,7.0
9700007,2025-08-23T17:17:56.247255Z,-27.703,97.144,12.4,157.0
9700007,2025-08-23T18:17:56.247255Z,-27.667,97.215,16.1,141.0
9700007,2025-08-23T19:17:56.247255Z,-27.673,97.223,12.4,297.0
9700007,2025-08-23T20:17:56.247255Z,-27.662,97.296,14.9,222.0
9700007,2025-08-23T21:17:56.247255Z,-27.639,97.343,12.1,274.0
9700007,2025-08-23T22:17:56.247255Z,-27.62,97.462,15.1,354.0
9700007,2025-08-23T23:17:56.247255Z,-27.6,97.492,9.6,282.0
9700007,2025-08-24T00:17:56.247255Z,-27.559,97.585,13.7,19.0
9700007,2025-08-24T01:17:56.247255Z,-27.558,97.733,9.9,210.0
9700007,2025-08-24T02:17:56.247255Z,-27.526,97.747,9.0,118.0
9700007,2025-08-24T03:17:56.247255Z,-27.494,97.751,15.9,149.0
9700007,2025-08-24T04:17:56.247255Z,-27.453,97.832,16.1,328.0
9700007,2025-08-24T05:17:56.247255Z,-27.43,97.812,12.3,38.0
9700007,2025-08-24T06:17:56.247255Z,-27.403,97.978,13.3,346.0
9700007,2025-08-24T07:17:56.247255Z,-27.369,97.954,10.0,223.0
9700007,2025-08-24T08:17:56.247255Z,-27.349,98.001,15.0,324.0
9700007,2025-08-24T09:17:56.247255Z,-27.359,98.129,4.6,181.0
9700007,2025-08-24T10:17:56.247255Z,-27.332,98.179,13.3,93.0
9700007,2025-08-24T11:17:56.247255Z,-27.297,98.199,8.4,318.0
9700007,2025-08-24T12:17:56.247255Z,-27.308,98.212,14.9,180.0
9700007,2025-08-24T13:17:56.247255Z,-27.254,98.31,12.1,221.0
9700007,2025-08-24T14:17:56.247255Z,-27.223,98.458,9.7,28.0
